id_major,id_university,type,major_name,capacity,university_name
1111014,111,science,PENDIDIKAN DOKTER HEWAN,88,UNIVERSITAS SYIAH KUALA
1111022,111,science,TEKNIK SIPIL,64,UNIVERSITAS SYIAH KUALA
1111037,111,science,TEKNIK MESIN,48,UNIVERSITAS SYIAH KUALA
1111045,111,science,TEKNIK KIMIA,48,UNIVERSITAS SYIAH KUALA
1111053,111,science,ARSITEKTUR,48,UNIVERSITAS SYIAH KUALA
1111061,111,science,TEKNIK ELEKTRO,48,UNIVERSITAS SYIAH KUALA
1111076,111,science,AGROTEKNOLOGI,48,UNIVERSITAS SYIAH KUALA
1111084,111,science,AGRIBISNIS,48,UNIVERSITAS SYIAH KUALA
1111092,111,science,PETERNAKAN,48,UNIVERSITAS SYIAH KUALA
1111103,111,science,TEKNOLOGI HASIL PERTANIAN,48,UNIVERSITAS SYIAH KUALA
1111111,111,science,TEKNIK PERTANIAN,40,UNIVERSITAS SYIAH KUALA
1111126,111,science,PENDIDIKAN BIOLOGI,48,UNIVERSITAS SYIAH KUALA
1111134,111,science,PENDIDIKAN MATEMATIKA,48,UNIVERSITAS SYIAH KUALA
1111142,111,science,PENDIDIKAN FISIKA,36,UNIVERSITAS SYIAH KUALA
1111157,111,science,PENDIDIKAN KIMIA,40,UNIVERSITAS SYIAH KUALA
1111165,111,science,PENDIDIKAN DOKTER,60,UNIVERSITAS SYIAH KUALA
1111173,111,science,ILMU KEPERAWATAN,60,UNIVERSITAS SYIAH KUALA
1111181,111,science,PENDIDIKAN DOKTER GIGI,24,UNIVERSITAS SYIAH KUALA
1111196,111,science,MATEMATIKA,36,UNIVERSITAS SYIAH KUALA
1111207,111,science,FISIKA,36,UNIVERSITAS SYIAH KUALA
1111215,111,science,KIMIA,36,UNIVERSITAS SYIAH KUALA
1111223,111,science,BIOLOGI,36,UNIVERSITAS SYIAH KUALA
1111231,111,science,ILMU KELAUTAN,72,UNIVERSITAS SYIAH KUALA
1111246,111,science,BUDIDAYA PERAIRAN,72,UNIVERSITAS SYIAH KUALA
1111254,111,science,TEKNIK INDUSTRI,48,UNIVERSITAS SYIAH KUALA
1111262,111,science,INFORMATIKA,36,UNIVERSITAS SYIAH KUALA
1111277,111,science,FARMASI,24,UNIVERSITAS SYIAH KUALA
1111285,111,science,TEKNIK GEOFISIKA,32,UNIVERSITAS SYIAH KUALA
1111293,111,science,TEKNIK PERTAMBANGAN,24,UNIVERSITAS SYIAH KUALA
1111304,111,science,STATISTIKA,24,UNIVERSITAS SYIAH KUALA
1111312,111,science,PEMANFAATAN SUMBERDAYA PERIKANAN,72,UNIVERSITAS SYIAH KUALA
1111327,111,science,ILMU TANAH,32,UNIVERSITAS SYIAH KUALA
1111335,111,science,TEKNIK GEOLOGI,24,UNIVERSITAS SYIAH KUALA
1111343,111,science,AGROTEKNOLOGI (PSDKU GAYO LUES),20,UNIVERSITAS SYIAH KUALA
1111351,111,science,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),16,UNIVERSITAS SYIAH KUALA
1111366,111,science,KEHUTANAN (PSDKU GAYO LUES),16,UNIVERSITAS SYIAH KUALA
1111374,111,science,PROTEKSI TANAMAN,32,UNIVERSITAS SYIAH KUALA
1111382,111,science,PERENCANAAN WILAYAH DAN KOTA,24,UNIVERSITAS SYIAH KUALA
1111397,111,science,KEHUTANAN,32,UNIVERSITAS SYIAH KUALA
1111401,111,science,TEKNIK KOMPUTER,40,UNIVERSITAS SYIAH KUALA
1121016,112,science,TEKNIK SIPIL,100,UNIVERSITAS MALIKUSSALEH
1121024,112,science,TEKNIK MESIN,100,UNIVERSITAS MALIKUSSALEH
1121032,112,science,TEKNIK KIMIA,100,UNIVERSITAS MALIKUSSALEH
1121047,112,science,TEKNIK ELEKTRO,80,UNIVERSITAS MALIKUSSALEH
1121055,112,science,TEKNIK INDUSTRI,80,UNIVERSITAS MALIKUSSALEH
1121063,112,science,TEKNIK INFORMATIKA,80,UNIVERSITAS MALIKUSSALEH
1121071,112,science,TEKNIK ARSITEKTUR,64,UNIVERSITAS MALIKUSSALEH
1121086,112,science,AGROEKOTEKNOLOGI,80,UNIVERSITAS MALIKUSSALEH
1121094,112,science,AGRIBISNIS,60,UNIVERSITAS MALIKUSSALEH
1121105,112,science,BUDIDAYA PERAIRAN,48,UNIVERSITAS MALIKUSSALEH
1121113,112,science,PENDIDIKAN DOKTER,32,UNIVERSITAS MALIKUSSALEH
1121121,112,science,PENDIDIKAN FISIKA,48,UNIVERSITAS MALIKUSSALEH
1121136,112,science,PENDIDIKAN KIMIA,32,UNIVERSITAS MALIKUSSALEH
1121144,112,science,PENDIDIKAN MATEMATIKA,32,UNIVERSITAS MALIKUSSALEH
1121152,112,science,PENDIDIKAN TEKNIK MESIN,32,UNIVERSITAS MALIKUSSALEH
1121167,112,science,SISTEM INFORMASI,56,UNIVERSITAS MALIKUSSALEH
1121175,112,science,ILMU KELAUTAN,36,UNIVERSITAS MALIKUSSALEH
1121183,112,science,TEKNIK MATERIAL,32,UNIVERSITAS MALIKUSSALEH
1131011,113,science,TEKNIK SIPIL,60,UNIVERSITAS TEUKU UMAR
1131026,113,science,TEKNIK MESIN,40,UNIVERSITAS TEUKU UMAR
1131034,113,science,TEKNIK INDUSTRI,40,UNIVERSITAS TEUKU UMAR
1131042,113,science,AGRIBISNIS,60,UNIVERSITAS TEUKU UMAR
1131057,113,science,AGROTEKNOLOGI,60,UNIVERSITAS TEUKU UMAR
1131065,113,science,PERIKANAN,60,UNIVERSITAS TEUKU UMAR
1131073,113,science,KESEHATAN MASYARAKAT,75,UNIVERSITAS TEUKU UMAR
1131081,113,science,AKUAKULTUR,30,UNIVERSITAS TEUKU UMAR
1131096,113,science,SUMBER DAYA AKUATIK,30,UNIVERSITAS TEUKU UMAR
1131107,113,science,TEKNOLOGI HASIL PERTANIAN,40,UNIVERSITAS TEUKU UMAR
1131115,113,science,ILMU KELAUTAN,30,UNIVERSITAS TEUKU UMAR
1141013,114,science,AGROTEKNOLOGI,32,UNIVERSITAS SAMUDRA
1141021,114,science,AGRIBISNIS,32,UNIVERSITAS SAMUDRA
1141036,114,science,BUDIDAYA PERAIRAN,32,UNIVERSITAS SAMUDRA
1141044,114,science,PENDIDIKAN MATEMATIKA,16,UNIVERSITAS SAMUDRA
1141052,114,science,PENDIDIKAN FISIKA,16,UNIVERSITAS SAMUDRA
1141067,114,science,PENDIDIKAN KIMIA,16,UNIVERSITAS SAMUDRA
1141075,114,science,PENDIDIKAN BIOLOGI,32,UNIVERSITAS SAMUDRA
1141083,114,science,TEKNIK MESIN,32,UNIVERSITAS SAMUDRA
1141091,114,science,TEKNIK SIPIL,32,UNIVERSITAS SAMUDRA
1141102,114,science,TEKNIK INDUSTRI,16,UNIVERSITAS SAMUDRA
1141117,114,science,TEKNIK INFORMATIKA,32,UNIVERSITAS SAMUDRA
1141125,114,science,MATEMATIKA,16,UNIVERSITAS SAMUDRA
1141133,114,science,FISIKA,16,UNIVERSITAS SAMUDRA
1141141,114,science,KIMIA ,16,UNIVERSITAS SAMUDRA
1141156,114,science,BIOLOGI,16,UNIVERSITAS SAMUDRA
1161017,116,science,PENDIDIKAN TEKNIK ELEKTRO,28,UNIVERSITAS ISLAM NEGERI AR-RANIRY
1161025,116,science,PENDIDIKAN TEKNOLOGI INFORMATIKA,28,UNIVERSITAS ISLAM NEGERI AR-RANIRY
1161033,116,science,ARSITEKTUR,48,UNIVERSITAS ISLAM NEGERI AR-RANIRY
1161041,116,science,TEKNIK LINGKUNGAN,48,UNIVERSITAS ISLAM NEGERI AR-RANIRY
1161056,116,science,BIOLOGI,48,UNIVERSITAS ISLAM NEGERI AR-RANIRY
1161064,116,science,KIMIA,48,UNIVERSITAS ISLAM NEGERI AR-RANIRY
1161072,116,science,TEKNOLOGI INFORMASI,48,UNIVERSITAS ISLAM NEGERI AR-RANIRY
1211015,121,science,PENDIDIKAN DOKTER,82,UNIVERSITAS SUMATERA UTARA
1211023,121,science,TEKNIK SIPIL,51,UNIVERSITAS SUMATERA UTARA
1211031,121,science,TEKNIK MESIN,69,UNIVERSITAS SUMATERA UTARA
1211046,121,science,TEKNIK ELEKTRO,69,UNIVERSITAS SUMATERA UTARA
1211054,121,science,TEKNIK INDUSTRI,69,UNIVERSITAS SUMATERA UTARA
1211062,121,science,TEKNIK KIMIA,69,UNIVERSITAS SUMATERA UTARA
1211077,121,science,PENDIDIKAN DOKTER GIGI,82,UNIVERSITAS SUMATERA UTARA
1211085,121,science,MATEMATIKA,44,UNIVERSITAS SUMATERA UTARA
1211093,121,science,KIMIA,51,UNIVERSITAS SUMATERA UTARA
1211104,121,science,FARMASI,78,UNIVERSITAS SUMATERA UTARA
1211112,121,science,FISIKA,44,UNIVERSITAS SUMATERA UTARA
1211127,121,science,ILMU KESEHATAN MASYARAKAT,118,UNIVERSITAS SUMATERA UTARA
1211135,121,science,AGROEKOTEKNOLOGI,108,UNIVERSITAS SUMATERA UTARA
1211143,121,science,KETEKNIKAN PERTANIAN,36,UNIVERSITAS SUMATERA UTARA
1211151,121,science,BIOLOGI,44,UNIVERSITAS SUMATERA UTARA
1211166,121,science,AGRIBISNIS,66,UNIVERSITAS SUMATERA UTARA
1211174,121,science,ILMU DAN TEKNOLOGI PANGAN,36,UNIVERSITAS SUMATERA UTARA
1211182,121,science,PETERNAKAN,54,UNIVERSITAS SUMATERA UTARA
1211197,121,science,ARSITEKTUR,69,UNIVERSITAS SUMATERA UTARA
1211201,121,science,ILMU KEPERAWATAN,72,UNIVERSITAS SUMATERA UTARA
1211216,121,science,KEHUTANAN,82,UNIVERSITAS SUMATERA UTARA
1211232,121,science,ILMU KOMPUTER,54,UNIVERSITAS SUMATERA UTARA
1211247,121,science,TEKNOLOGI INFORMASI,54,UNIVERSITAS SUMATERA UTARA
1211255,121,science,MANAJEMEN SUMBER DAYA PERAIRAN,36,UNIVERSITAS SUMATERA UTARA
1211263,121,science,TEKNIK LINGKUNGAN,18,UNIVERSITAS SUMATERA UTARA
1221017,122,science,PENDIDIKAN MATEMATIKA,144,UNIVERSITAS NEGERI MEDAN
1221025,122,science,PENDIDIKAN BIOLOGI,70,UNIVERSITAS NEGERI MEDAN
1221033,122,science,PENDIDIKAN FISIKA,84,UNIVERSITAS NEGERI MEDAN
1221041,122,science,PENDIDIKAN KIMIA,84,UNIVERSITAS NEGERI MEDAN
1221056,122,science,PENDIDIKAN TEKNIK BANGUNAN,40,UNIVERSITAS NEGERI MEDAN
1221064,122,science,PENDIDIKAN TEKNIK MESIN,41,UNIVERSITAS NEGERI MEDAN
1221072,122,science,PENDIDIKAN TEKNIK ELEKTRO,41,UNIVERSITAS NEGERI MEDAN
1221087,122,science,KIMIA,36,UNIVERSITAS NEGERI MEDAN
1221095,122,science,BIOLOGI,54,UNIVERSITAS NEGERI MEDAN
1221106,122,science,ILMU KEOLAHRAGAAN,45,UNIVERSITAS NEGERI MEDAN
1221114,122,science,MATEMATIKA,41,UNIVERSITAS NEGERI MEDAN
1221122,122,science,FISIKA,18,UNIVERSITAS NEGERI MEDAN
1221137,122,science,PENDIDIKAN TEKNIK OTOMOTIF,41,UNIVERSITAS NEGERI MEDAN
1221145,122,science,GIZI,27,UNIVERSITAS NEGERI MEDAN
1221153,122,science,TEKNIK ELEKTRO,25,UNIVERSITAS NEGERI MEDAN
1221161,122,science,TEKNIK SIPIL,36,UNIVERSITAS NEGERI MEDAN
1221176,122,science,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,41,UNIVERSITAS NEGERI MEDAN
1221184,122,science,ILMU KOMPUTER,36,UNIVERSITAS NEGERI MEDAN
1221192,122,science,PENDIDIKAN IPA,48,UNIVERSITAS NEGERI MEDAN
1231012,123,science,ILMU KOMPUTER,84,UNIVERSITAS ISLAM NEGERI SUMATERA UTARA
1231027,123,science,SISTEM INFORMASI,84,UNIVERSITAS ISLAM NEGERI SUMATERA UTARA
1231035,123,science,MATEMATIKA,56,UNIVERSITAS ISLAM NEGERI SUMATERA UTARA
1231043,123,science,BIOLOGI,56,UNIVERSITAS ISLAM NEGERI SUMATERA UTARA
1231051,123,science,FISIKA,42,UNIVERSITAS ISLAM NEGERI SUMATERA UTARA
1231066,123,science,ILMU KESEHATAN MASYARAKAT,160,UNIVERSITAS ISLAM NEGERI SUMATERA UTARA
1311016,131,science,FISIKA,48,UNIVERSITAS RIAU
1311024,131,science,KIMIA,48,UNIVERSITAS RIAU
1311032,131,science,MATEMATIKA,32,UNIVERSITAS RIAU
1311047,131,science,BIOLOGI,48,UNIVERSITAS RIAU
1311055,131,science,MANAJEMEN SUMBERDAYA PERAIRAN,48,UNIVERSITAS RIAU
1311063,131,science,BUDIDAYA PERAIRAN,48,UNIVERSITAS RIAU
1311071,131,science,ILMU KELAUTAN,48,UNIVERSITAS RIAU
1311086,131,science,TEKNOLOGI HASIL PERIKANAN,48,UNIVERSITAS RIAU
1311094,131,science,PEMANFAATAN SUMBERDAYA PERIKANAN,32,UNIVERSITAS RIAU
1311105,131,science,SOSIAL EKONOMI PERIKANAN,32,UNIVERSITAS RIAU
1311113,131,science,AGROTEKNOLOGI,80,UNIVERSITAS RIAU
1311121,131,science,SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),64,UNIVERSITAS RIAU
1311136,131,science,TEKNOLOGI HASIL PERTANIAN,32,UNIVERSITAS RIAU
1311144,131,science,KEHUTANAN,32,UNIVERSITAS RIAU
1311152,131,science,TEKNIK SIPIL,48,UNIVERSITAS RIAU
1311167,131,science,TEKNIK KIMIA,48,UNIVERSITAS RIAU
1311175,131,science,TEKNIK MESIN,48,UNIVERSITAS RIAU
1311183,131,science,TEKNIK ELEKTRO,32,UNIVERSITAS RIAU
1311191,131,science,PEND. DOKTER ,48,UNIVERSITAS RIAU
1311202,131,science,ILMU KEPERAWATAN ,80,UNIVERSITAS RIAU
1311217,131,science,PEND. MATEMATIKA,32,UNIVERSITAS RIAU
1311225,131,science,PEND. BIOLOGI,32,UNIVERSITAS RIAU
1311233,131,science,PEND. FISIKA,32,UNIVERSITAS RIAU
1311241,131,science,PEND. KIMIA,32,UNIVERSITAS RIAU
1311256,131,science,TEKNIK LINGKUNGAN,32,UNIVERSITAS RIAU
1311264,131,science,TEKNIK ARSITEK,32,UNIVERSITAS RIAU
1311272,131,science,SISTEM INFORMASI,48,UNIVERSITAS RIAU
1311287,131,science,TEKNIK INFORMATIKA,32,UNIVERSITAS RIAU
1311295,131,science,TEKNOLOGI INDUSTRI PERTANIAN,16,UNIVERSITAS RIAU
1311306,131,science,STATISTIKA,16,UNIVERSITAS RIAU
1321011,132,science,ILMU PETERNAKAN,33,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1321026,132,science,MATEMATIKA,20,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1321034,132,science,SISTEM INFORMASI,20,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1321042,132,science,TEKNIK ELEKTRO,20,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1321057,132,science,TEKNIK INDUSTRI,20,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1321065,132,science,TEKNIK INFORMATIKA,20,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1321081,132,science,PENDIDIKAN MATEMATIKA,45,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1321096,132,science,PENDIDIKAN KIMIA,30,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1321107,132,science,ILMU PERTANIAN (AGROTEKNOLOGI),33,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1321115,132,science,GIZI,20,UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
1331013,133,science,TEKNIK ELEKTRO,28,UNIVERSITAS MARITIM RAJA ALI HAJI
1331021,133,science,TEKNIK INFORMATIKA,28,UNIVERSITAS MARITIM RAJA ALI HAJI
1331036,133,science,ILMU KELAUTAN,48,UNIVERSITAS MARITIM RAJA ALI HAJI
1331044,133,science,MANAJEMEN SUMBERDAYA PERAIRAN,48,UNIVERSITAS MARITIM RAJA ALI HAJI
1331052,133,science,PENDIDIKAN MATEMATIKA,36,UNIVERSITAS MARITIM RAJA ALI HAJI
1331067,133,science,PENDIDIKAN BIOLOGI,36,UNIVERSITAS MARITIM RAJA ALI HAJI
1331075,133,science,PENDIDIKAN KIMIA,24,UNIVERSITAS MARITIM RAJA ALI HAJI
1331083,133,science,BUDI DAYA PERAIRAN,32,UNIVERSITAS MARITIM RAJA ALI HAJI
1331091,133,science,TEKNOLOGI HASIL PERIKANAN,32,UNIVERSITAS MARITIM RAJA ALI HAJI
1331102,133,science,SOSIAL EKONOMI PERIKANAN,16,UNIVERSITAS MARITIM RAJA ALI HAJI
1411017,141,science,AGRIBISNIS,56,UNIVERSITAS ANDALAS
1411025,141,science,AGROEKOTEKNOLOGI,70,UNIVERSITAS ANDALAS
1411033,141,science,PENDIDIKAN DOKTER,100,UNIVERSITAS ANDALAS
1411041,141,science,ILMU KEPERAWATAN,72,UNIVERSITAS ANDALAS
1411056,141,science,ILMU KESEHATAN MASYARAKAT,60,UNIVERSITAS ANDALAS
1411064,141,science,PENDIDIKAN DOKTER GIGI,32,UNIVERSITAS ANDALAS
1411072,141,science,KIMIA,48,UNIVERSITAS ANDALAS
1411087,141,science,BIOLOGI,48,UNIVERSITAS ANDALAS
1411095,141,science,MATEMATIKA,40,UNIVERSITAS ANDALAS
1411106,141,science,FISIKA,48,UNIVERSITAS ANDALAS
1411114,141,science,SISTEM KOMPUTER,34,UNIVERSITAS ANDALAS
1411122,141,science,PETERNAKAN,140,UNIVERSITAS ANDALAS
1411137,141,science,TEKNIK MESIN,60,UNIVERSITAS ANDALAS
1411145,141,science,TEKNIK SIPIL,80,UNIVERSITAS ANDALAS
1411153,141,science,TEKNIK INDUSTRI,52,UNIVERSITAS ANDALAS
1411161,141,science,TEKNIK LINGKUNGAN,40,UNIVERSITAS ANDALAS
1411176,141,science,TEKNIK ELEKTRO,52,UNIVERSITAS ANDALAS
1411184,141,science,FARMASI,60,UNIVERSITAS ANDALAS
1411192,141,science,TEKNIK PERTANIAN,48,UNIVERSITAS ANDALAS
1411203,141,science,TEKNOLOGI HASIL PERTANIAN,48,UNIVERSITAS ANDALAS
1411211,141,science,SISTEM INFORMASI,32,UNIVERSITAS ANDALAS
1411226,141,science,PSIKOLOGI,48,UNIVERSITAS ANDALAS
1411234,141,science,ILMU TANAH,40,UNIVERSITAS ANDALAS
1411257,141,science,PETERNAKAN ( KAMPUS II PAYAKUMBUH),40,UNIVERSITAS ANDALAS
1411265,141,science,KEBIDANAN,20,UNIVERSITAS ANDALAS
1411273,141,science,GIZI,20,UNIVERSITAS ANDALAS
1411281,141,science,PROTEKSI TANAMAN,40,UNIVERSITAS ANDALAS
1411296,141,science,PENYULUHAN PERTANIAN,16,UNIVERSITAS ANDALAS
1411307,141,science,TEKNOLOGI INDUSTRI PERTANIAN,24,UNIVERSITAS ANDALAS
1421012,142,science,PENDIDIKAN MATEMATIKA,64,UNIVERSITAS NEGERI PADANG
1421027,142,science,MATEMATIKA (NK),42,UNIVERSITAS NEGERI PADANG
1421035,142,science,PENDIDIKAN BIOLOGI,64,UNIVERSITAS NEGERI PADANG
1421043,142,science,BIOLOGI (NK),56,UNIVERSITAS NEGERI PADANG
1421051,142,science,PENDIDIKAN FISIKA,72,UNIVERSITAS NEGERI PADANG
1421066,142,science,FISIKA (NK),54,UNIVERSITAS NEGERI PADANG
1421074,142,science,PENDIDIKAN KIMIA,64,UNIVERSITAS NEGERI PADANG
1421082,142,science,KIMIA (NK),56,UNIVERSITAS NEGERI PADANG
1421097,142,science,PENDIDIKAN TEKNIK BANGUNAN,26,UNIVERSITAS NEGERI PADANG
1421101,142,science,PENDIDIKAN TEKNIK ELEKTRO,39,UNIVERSITAS NEGERI PADANG
1421116,142,science,PENDIDIKAN TEKNIK ELEKTRONIKA,26,UNIVERSITAS NEGERI PADANG
1421124,142,science,PENDIDIKAN TEKNIK MESIN,39,UNIVERSITAS NEGERI PADANG
1421132,142,science,PENDIDIKAN TEKNIK OTOMOTIF,39,UNIVERSITAS NEGERI PADANG
1421147,142,science,PEND. TEKNIK INFORMATIKA DAN KOMPUTER,39,UNIVERSITAS NEGERI PADANG
1421155,142,science,ILMU KEOLAHRAGAAN (NK),100,UNIVERSITAS NEGERI PADANG
1421163,142,science,TEKNIK PERTAMBANGAN (NK),16,UNIVERSITAS NEGERI PADANG
1421171,142,science,TEKNIK ELEKTRO INDUSTRI (NK),39,UNIVERSITAS NEGERI PADANG
1421186,142,science,PENDIDIKAN ILMU PENGETAHUAN ALAM,54,UNIVERSITAS NEGERI PADANG
1421194,142,science,TEKNIK SIPIL,26,UNIVERSITAS NEGERI PADANG
1421205,142,science,STATISTIKA (NK),18,UNIVERSITAS NEGERI PADANG
1421213,142,science,TEKNIK MESIN (NK),26,UNIVERSITAS NEGERI PADANG
1511011,151,science,PEND. KIMIA,54,UNIVERSITAS JAMBI
1511026,151,science,PEND. MATEMATIKA,54,UNIVERSITAS JAMBI
1511034,151,science,PEND. FISIKA,54,UNIVERSITAS JAMBI
1511042,151,science,PEND. BIOLOGI,54,UNIVERSITAS JAMBI
1511057,151,science,AGROEKOTEKNOLOGI,90,UNIVERSITAS JAMBI
1511065,151,science,AGRIBISNIS,108,UNIVERSITAS JAMBI
1511073,151,science,TEKNOLOGI HASIL PERTANIAN,54,UNIVERSITAS JAMBI
1511115,151,science,PEND. OLAHRAGA & KESEHATAN,68,UNIVERSITAS JAMBI
1511123,151,science,KEHUTANAN,90,UNIVERSITAS JAMBI
1511131,151,science,PETERNAKAN,95,UNIVERSITAS JAMBI
1511146,151,science,KEDOKTERAN,68,UNIVERSITAS JAMBI
1511154,151,science,KIMIA,36,UNIVERSITAS JAMBI
1511204,151,science,ILMU KEPERAWATAN,54,UNIVERSITAS JAMBI
1511212,151,science,FARMASI,36,UNIVERSITAS JAMBI
1511227,151,science,PEMANFAATAN SUMBERDAYA PERIKANAN,36,UNIVERSITAS JAMBI
1511235,151,science,SISTEM INFORMASI,72,UNIVERSITAS JAMBI
1511243,151,science,TEKNIK PERTAMBANGAN,36,UNIVERSITAS JAMBI
1511251,151,science,TEKNIK GEOLOGI,32,UNIVERSITAS JAMBI
1511266,151,science,BIOLOGI,32,UNIVERSITAS JAMBI
1511274,151,science,FISIKA,18,UNIVERSITAS JAMBI
1511282,151,science,MATEMATIKA,32,UNIVERSITAS JAMBI
1511297,151,science,ILMU KESEHATAN MASYARAKAT,135,UNIVERSITAS JAMBI
1511301,151,science,TEKNIK LINGKUNGAN,23,UNIVERSITAS JAMBI
1511316,151,science,KEPELATIHAN OLAHRAGA,68,UNIVERSITAS JAMBI
1511324,151,science,TEKNIK ELEKTRO,23,UNIVERSITAS JAMBI
1511332,151,science,TEKNIK GEOFISIKA,18,UNIVERSITAS JAMBI
1511347,151,science,TEKNIK KIMIA,23,UNIVERSITAS JAMBI
1511355,151,science,TEKNIK SIPIL,23,UNIVERSITAS JAMBI
1511363,151,science,TEKNIK PERTANIAN,36,UNIVERSITAS JAMBI
1511371,151,science,TEKNOLOGI INDUSTRI PERTANIAN,36,UNIVERSITAS JAMBI
1611012,161,science,AGROEKOTEKNOLOGI,65,UNIVERSITAS BENGKULU
1611027,161,science,KEHUTANAN,50,UNIVERSITAS BENGKULU
1611035,161,science,PETERNAKAN,60,UNIVERSITAS BENGKULU
1611043,161,science,AGRIBISNIS,50,UNIVERSITAS BENGKULU
1611051,161,science,TEKNOLOGI INDUSTRI PERTANIAN,65,UNIVERSITAS BENGKULU
1611066,161,science,PENDIDIKAN FISIKA,40,UNIVERSITAS BENGKULU
1611074,161,science,PENDIDIKAN BIOLOGI,40,UNIVERSITAS BENGKULU
1611082,161,science,PENDIDIKAN KIMIA,20,UNIVERSITAS BENGKULU
1611097,161,science,PENDIDIKAN MATEMATIKA,40,UNIVERSITAS BENGKULU
1611101,161,science,MATEMATIKA,40,UNIVERSITAS BENGKULU
1611116,161,science,FISIKA,40,UNIVERSITAS BENGKULU
1611124,161,science,BIOLOGI,40,UNIVERSITAS BENGKULU
1611132,161,science,KIMIA,40,UNIVERSITAS BENGKULU
1611147,161,science,TEKNIK INFORMATIKA,50,UNIVERSITAS BENGKULU
1611155,161,science,TEKNIK SIPIL,50,UNIVERSITAS BENGKULU
1611163,161,science,TEKNIK MESIN,50,UNIVERSITAS BENGKULU
1611171,161,science,TEKNIK ELEKTRO,50,UNIVERSITAS BENGKULU
1611186,161,science,ILMU KELAUTAN,45,UNIVERSITAS BENGKULU
1611194,161,science,PENDIDIKAN DOKTER,33,UNIVERSITAS BENGKULU
1611205,161,science,ILMU TANAH,25,UNIVERSITAS BENGKULU
1611213,161,science,STATISTIKA,20,UNIVERSITAS BENGKULU
1611221,161,science,ARSITEKTUR,25,UNIVERSITAS BENGKULU
1611236,161,science,SISTEM INFORMASI,25,UNIVERSITAS BENGKULU
1611244,161,science,PROTEKSI TANAMAN,25,UNIVERSITAS BENGKULU
1611252,161,science,FARMASI,15,UNIVERSITAS BENGKULU
1611267,161,science,GEOFISIKA,20,UNIVERSITAS BENGKULU
1611275,161,science,PENDIDIKAN IPA,40,UNIVERSITAS BENGKULU
1711013,171,science,TEKNIK SIPIL,70,UNIVERSITAS SRIWIJAYA
1711021,171,science,TEKNIK PERTAMBANGAN,60,UNIVERSITAS SRIWIJAYA
1711036,171,science,TEKNIK KIMIA,70,UNIVERSITAS SRIWIJAYA
1711044,171,science,TEKNIK MESIN,70,UNIVERSITAS SRIWIJAYA
1711052,171,science,TEKNIK ELEKTRO,70,UNIVERSITAS SRIWIJAYA
1711067,171,science,PENDIDIKAN DOKTER,125,UNIVERSITAS SRIWIJAYA
1711075,171,science,PENDIDIKAN DOKTER GIGI,40,UNIVERSITAS SRIWIJAYA
1711083,171,science,MATEMATIKA,60,UNIVERSITAS SRIWIJAYA
1711091,171,science,FISIKA,60,UNIVERSITAS SRIWIJAYA
1711102,171,science,KIMIA,60,UNIVERSITAS SRIWIJAYA
1711117,171,science,BIOLOGI,60,UNIVERSITAS SRIWIJAYA
1711125,171,science,AGRIBISNIS,100,UNIVERSITAS SRIWIJAYA
1711133,171,science,TEKNOLOGI HASIL PERTANIAN ,50,UNIVERSITAS SRIWIJAYA
1711141,171,science,TEKNIK PERTANIAN,50,UNIVERSITAS SRIWIJAYA
1711164,171,science,PEND. MATEMATIKA,40,UNIVERSITAS SRIWIJAYA
1711172,171,science,PEND BIOLOGI,40,UNIVERSITAS SRIWIJAYA
1711187,171,science,PEND. KIMIA,40,UNIVERSITAS SRIWIJAYA
1711195,171,science,PEND FISIKA,40,UNIVERSITAS SRIWIJAYA
1711206,171,science,ILMU KESEHATAN MASYARAKAT,110,UNIVERSITAS SRIWIJAYA
1711214,171,science,ARSITEKTUR,45,UNIVERSITAS SRIWIJAYA
1711222,171,science,ILMU KELAUTAN,60,UNIVERSITAS SRIWIJAYA
1711237,171,science,BUDIDAYA PERAIRAN,50,UNIVERSITAS SRIWIJAYA
1711245,171,science,TEKNOLOGI HASIL PERIKANAN,50,UNIVERSITAS SRIWIJAYA
1711253,171,science,ILMU KEPERAWATAN,60,UNIVERSITAS SRIWIJAYA
1711261,171,science,PEND TEKNIK MESIN,47,UNIVERSITAS SRIWIJAYA
1711276,171,science,SISTEM KOMPUTER,83,UNIVERSITAS SRIWIJAYA
1711284,171,science,TEKNIK INFORMATIKA,83,UNIVERSITAS SRIWIJAYA
1711292,171,science,SISTEM INFORMASI,83,UNIVERSITAS SRIWIJAYA
